ID,代表名,別名1,別名2,別名3,別名4,別名5,別名7,別名8,別名9,別名10,別名11,将星録,烈風伝,嵐世記,蒼天録,天下創世,革新,天道,創造,大志,天翔記-誕生,将星録-誕生,烈風伝-誕生,嵐世記-誕生,蒼天録-誕生,天下創世-誕生,革新-誕生,天道-誕生,創造-誕生,大志-誕生,天翔記-死亡,将星録-死亡,烈風伝-死亡,嵐世記-死亡,蒼天録-死亡,天下創世-死亡,革新-死亡,天道-死亡,創造-死亡,大志-死亡,天翔記-列伝,将星録-列伝,烈風伝-列伝,嵐世記-列伝,蒼天録-列伝,天下創世-列伝,革新-列伝,天道-列伝,創造-列伝,大志-列伝,列伝-有効
1125,加藤 貞泰,加藤 作十郎,,,加藤 光長,,,,,,,0,0,1368,0,0,0,0,0,1938,1580,#N/A,#N/A,1580,#N/A,#N/A,#N/A,#N/A,#N/A,1580,1623,#N/A,#N/A,1623,#N/A,#N/A,#N/A,#N/A,#N/A,1623,光泰の嫡男。豊臣秀吉に仕える。関ヶ原合戦では東軍に味方して島津勢と戦い、水口城を攻略する。大坂の陣でも武功を立て、戦後伊予大洲城主となった。,#N/A,#N/A,豊臣家臣。関ヶ原合戦では東軍に味方して島津勢と戦い、また近江水口城を攻略するなど活躍した。八条流馬術の秘伝を受け、また詩・和歌・連歌をよくした。,#N/A,#N/A,#N/A,#N/A,#N/A,光泰の次男。豊臣秀吉に仕える。関ヶ原合戦では東軍に味方して島津勢と戦い、戦後、水口城を攻略。大坂の陣でも武功を立て、伊予大洲城主となった。,3
1126,竹中 重門,竹中 吉助,,,,,,,,,,276,579,581,600,429,427,546,1110,427,1573,1573,1573,1573,1573,1573,1573,1573,1573,1573,1631,1631,1631,1631,1631,1631,1631,1631,1631,1631,半兵衛重治の子。豊臣秀吉・徳川家康に仕える。関ヶ原合戦では黒田長政隊の道案内を務め、戦後小西行長を捕らえた。歌道・文筆に長じ、「豊鏡」を著した。,半兵衛重治の子。豊臣秀吉、徳川家康に仕える。関ヶ原合戦では東軍について黒田長政隊を道案内し、小西行長を捕らえた。林羅山に学び、「豊鏡」を著した。,半兵衛重治の子。豊臣秀吉、徳川家康に仕える。関ヶ原合戦では東軍について黒田長政隊を道案内し、小西行長を捕らえた。林羅山に学び、「豊鏡」を著した。,豊臣家臣。半兵衛重治の子。関ヶ原合戦では東軍に属し、粕子山中で小西行長を捕らえた。歌道・文筆に長じ、のちに豊臣秀吉の一代記「豊鏡」を著した。,豊臣家臣。半兵衛重治の嫡男。関ヶ原合戦では東軍に属し、粕子山中で小西行長を捕らえた。歌道・文筆に長じ、のちに豊臣秀吉の一代記「豊鏡」を著した。,豊臣家臣。半兵衛重治の嫡男。関ヶ原合戦では東軍に属し、粕子山中で小西行長を捕らえた。歌道・文筆に長じ、のちに豊臣秀吉の一代記「豊鏡」を著した。,豊臣家臣。半兵衛重治の嫡男。関ヶ原合戦では東軍に属し、粕子山中で小西行長を捕らえた。歌道・文筆に長じ、のちに豊臣秀吉の一代記「豊鏡」を著した。,豊臣家臣。半兵衛重治の嫡男。関ヶ原合戦では東軍に属し、粕子山中で小西行長を捕らえた。歌道・文筆に長じ、のちに豊臣秀吉の一代記「豊鏡」を著した。,豊臣家臣。半兵衛重治の嫡男。関ヶ原合戦では東軍に属し、粕子山中で小西行長を捕らえた。歌道・文筆に長じ、のちに豊臣秀吉の一代記「豊鏡」を著した。,豊臣家臣。半兵衛重治の嫡男。関ヶ原合戦では東軍に属し、粕子山中で小西行長を捕らえた。歌道・文筆に長じ、のちに豊臣秀吉の一代記「豊鏡」を著した。,10
1127,一柳 直盛,一柳 三政,,一柳 四郎右衛門,,,,,,,,0,0,1412,0,0,0,0,997,1508,1564,#N/A,#N/A,1564,#N/A,#N/A,#N/A,#N/A,1564,1564,1636,#N/A,#N/A,1636,#N/A,#N/A,#N/A,#N/A,1636,1636,豊臣家臣。小田原攻めで戦死した兄・直末の後を継ぐ。関ヶ原合戦では東軍につき、功を立てる。大坂の両陣にも参戦した。後に伊予西条に加増転封となった。,#N/A,#N/A,豊臣家臣。小田原征伐で戦死した兄・直末の後を継ぐ。関ヶ原合戦では東軍につき、功を立てる。大坂の陣にも参戦。のちに伊予西条に加増転封となった。,#N/A,#N/A,#N/A,#N/A,豊臣家臣。小田原征伐で戦死した兄・直末の後を継ぐ。関ヶ原合戦では東軍につき、功を立てる。大坂の陣にも参戦。のちに伊予西条に加増転封となった。,豊臣家臣。小田原征伐で戦死した兄・直末の後を継ぐ。関ヶ原合戦では東軍につき、功を立てる。大坂の陣にも参戦。のちに伊予西条に加増転封となった。,4
1128,福島 忠勝,福島 市松,,福島 正勝,,,,,,,,0,0,0,0,0,0,0,0,1931,1599,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1598,1620,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1620,正則の嫡男。父・正則が広島城無断修築の罪で改易された時、父に従って川中島に移る。孫・正勝は小姓組番頭として幕府に出仕、子孫は旗本として存続した。,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,正則の嫡男。正則が広島城無断修築の罪で川中島に減封された時、家督を譲られ高井野藩主となる。翌年、父に先立って死去。正則はその死を大変悲しんだ。,2
1129,稲葉 貞通,稲葉 彦六,稲葉 以鈍,,,,,,羽柴 曾根 侍従,,羽柴 郡上 侍従,0,0,1351,593,423,421,540,972,421,1546,#N/A,#N/A,1546,1546,1546,1546,1546,1546,1546,1603,#N/A,#N/A,1603,1603,1603,1603,1603,1603,1603,一鉄の長男。織田信長・豊臣秀吉に仕え多くの合戦に参加。関ヶ原合戦では初め西軍の織田秀信に従うが、決戦の直前に東軍に降伏した。戦後豊後臼杵に転封。,#N/A,#N/A,織田家臣。一鉄の長男。本能寺の変後は豊臣秀吉に仕えた。関ヶ原合戦では織田秀信に従い西軍に属すが、のち東軍に降伏。戦後、豊後臼杵５万石を領した。,織田家臣。一鉄の長男。本能寺の変後は豊臣秀吉に仕えた。関ヶ原合戦では織田秀信に従い西軍に属すが、のち東軍に降伏。戦後、豊後臼杵５万石を領した。,織田家臣。一鉄の長男。本能寺の変後は豊臣秀吉に仕えた。関ヶ原合戦では織田秀信に従い西軍に属すが、のち東軍に降伏。戦後、豊後臼杵５万石を領した。,織田家臣。一鉄の長男。本能寺の変後は豊臣秀吉に仕えた。関ヶ原合戦では織田秀信に従い西軍に属すが、のち東軍に降伏。戦後、豊後臼杵５万石を領した。,織田家臣。一鉄の長男。本能寺の変後は豊臣秀吉に仕えた。関ヶ原合戦では織田秀信に従い西軍に属すが、のち東軍に降伏。戦後、豊後臼杵５万石を領した。,織田家臣。一鉄の長男。本能寺の変後は豊臣秀吉に仕えた。関ヶ原合戦では織田秀信に従い西軍に属すが、のち東軍に降伏。戦後、豊後臼杵５万石を領した。,織田家臣。一鉄の長男。本能寺の変後は豊臣秀吉に仕えた。関ヶ原合戦では織田秀信に従い西軍に属すが、のち東軍に降伏。戦後、豊後臼杵５万石を領した。,8
1130,西尾 光教,西尾 小六,,,,,,,,,,0,0,1407,0,0,0,0,0,,1544,#N/A,#N/A,1544,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1616,#N/A,#N/A,1616,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,初め斎藤道三に仕える。主家滅亡後は織田信長・豊臣秀吉・徳川家康に仕え、最終的に美濃揖斐三万石の城主となった。大坂の陣でも戦功を立てた。,#N/A,#N/A,斎藤家臣。主家滅亡後は織田・豊臣家に仕えた。関ヶ原合戦では東軍に属して大垣城を落とす活躍をし、美濃揖斐３万石を領す。大坂の陣でも戦功を立てた。,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2
1131,伊藤 盛正,,,,,,伊藤 盛宗,伊藤 図書頭 利吉,,,,0,0,1348,0,0,0,0,998,1509,1570,#N/A,#N/A,1567,#N/A,#N/A,#N/A,#N/A,1567,1567,1623,#N/A,#N/A,1623,#N/A,#N/A,#N/A,#N/A,1623,1623,豊臣家臣。父・盛景の死後、家督を相続して美濃大垣三万四千石の城主となる。関ヶ原合戦で西軍に味方したため所領没収され、その後は前田利常に仕えた。,#N/A,#N/A,豊臣家臣。父・盛景の死後、家督を相続し、美濃大垣３万４千石を領す。関ヶ原合戦では西軍に属し、戦後、所領没収の上追放された。のち前田利常に仕えた。,#N/A,#N/A,#N/A,#N/A,豊臣家臣。父・盛景の死後、家督を相続し、美濃大垣３万４千石を領す。関ヶ原合戦では西軍に属し、戦後、所領没収の上追放された。のち前田利常に仕えた。,豊臣家臣。父・盛景の死後、家督を相続し、美濃大垣３万４千石を領す。関ヶ原合戦では西軍に属し、戦後、所領没収の上追放された。のち前田利常に仕えた。,4
1132,高木 盛兼,高木 十郎左衛門,,高木 守之,,,,,,,,0,0,1387,0,0,0,0,0,,1563,#N/A,#N/A,1559,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,????,#N/A,#N/A,1610,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,豊臣家臣。美濃高須城主を務め、一万石を領した。関ヶ原合戦では西軍に属し、東軍の福島正則らと戦うが落城する。その後は出雲に赴き、堀尾吉晴に仕えた。,#N/A,#N/A,豊臣家臣。美濃高須城主として１万石を領す。関ヶ原合戦では西軍に属し、東軍の福島正則らと戦うが敗れた。のち出雲に赴いて堀尾吉晴に仕え、当地で病死。,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2
1133,木造 具康,木造 大膳,,,,,木造 長正,木造 長政,木造 長忠,,,284,587,613,633,448,447,571,1029,447,1555,1551,1551,1561,1554,1554,1554,1554,1554,1554,????,????,1604,1610,1604,1604,1604,1604,1604,1604,北畠の一族で、木造具政の子という。織田信雄・豊臣秀吉・織田秀信に仕えた。関ヶ原合戦の際には秀信に東軍への味方を勧めたが、取り上げられなかった。,具政の子という。織田信雄に仕え、のち織田秀信の家老となる。関ヶ原合戦では東軍への味方を秀信に勧めたが却下される。戦後、福島正則に仕えた。,伊勢木造、戸木城城主。具政の子。織田信長の伊勢進攻の際、主家・北畠家を裏切り信長に従う。その後、北畠家を継いだ織田信雄に仕えた。,織田家臣。具政の子。北畠家を継いだ織田信雄に仕えたが、信雄の没落後は織田秀信の家老となる。関ヶ原合戦では、秀信に東軍への加担を勧めたが失敗した。,織田家臣。木造城主。具政の子。主君・信雄の改易後は織田秀信の家老となる。関ヶ原合戦では秀信に東軍加担を説くが失敗した。戦後は福島正則に仕えた。,織田家臣。木造城主。具政の子。主君・信雄の改易後は織田秀信の家老となる。関ヶ原合戦では秀信に東軍加担を説くが失敗した。戦後は福島正則に仕えた。,織田家臣。木造城主。具政の子。主君・信雄の改易後は織田秀信の家老となる。関ヶ原合戦では秀信に東軍加担を説くが失敗した。戦後は福島正則に仕えた。,織田家臣。木造城主。具政の子。主君・信雄の改易後は織田秀信の家老となる。関ヶ原合戦では秀信に東軍加担を説くが失敗した。戦後は福島正則に仕えた。,織田家臣。木造城主。具政の子。主君・信雄の改易後は織田秀信の家老となる。関ヶ原合戦では秀信に東軍加担を説くが失敗した。戦後は福島正則に仕えた。,織田家臣。木造城主。具政の子。主君・信雄の改易後は織田秀信の家老となる。関ヶ原合戦では秀信に東軍加担を説くが失敗した。戦後は福島正則に仕えた。,10
1134,百々 綱家,,,,,,百々 安信,百々 安行,,,,0,568,562,574,407,405,517,1109,405,1548,#N/A,1548,1548,1548,1548,1548,1548,1548,1548,1609,#N/A,1609,1609,1609,1609,1609,1609,1609,1609,織田信長・豊臣秀吉に仕えた後、織田秀信の家老となる。関ヶ原合戦で東軍への味方を秀信に勧めたが、意見は採用されなかった。敗戦後、山内一豊に仕えた。,#N/A,織田、豊臣家臣。山崎合戦や朝鮮出兵に参加する。関ヶ原合戦で主・織田秀信に東軍に従うよう説得するが失敗、流浪の身となる。その後、山内一豊に仕えた。,豊臣家臣。山崎合戦などに従軍し、功を立てた。のちに織田秀信の家老となる。関ヶ原合戦では秀信に東軍加担を説くが失敗、西軍に属して敗れ、流浪した。,豊臣家臣。山崎合戦などに従軍した。のち織田秀信の家老となる。関ヶ原合戦では秀信に東軍加担を説くが失敗、西軍に属し敗れた。戦後は山内一豊に仕えた。,豊臣家臣。山崎合戦などに従軍した。のち織田秀信の家老となる。関ヶ原合戦では秀信に東軍加担を説くが失敗、西軍に属し敗れた。戦後は山内一豊に仕えた。,豊臣家臣。山崎合戦などに従軍した。のち織田秀信の家老となる。関ヶ原合戦では秀信に東軍加担を説くが失敗、西軍に属し敗れた。戦後は山内一豊に仕えた。,豊臣家臣。山崎合戦などに従軍した。のち織田秀信の家老となる。関ヶ原合戦では秀信に東軍加担を説くが失敗、西軍に属し敗れた。戦後は山内一豊に仕えた。,豊臣家臣。山崎合戦などに従軍した。のち織田秀信の家老となる。関ヶ原合戦では秀信に東軍加担を説くが失敗、西軍に属し敗れた。戦後は山内一豊に仕えた。,豊臣家臣。山崎合戦などに従軍した。のち織田秀信の家老となる。関ヶ原合戦では秀信に東軍加担を説くが失敗、西軍に属し敗れた。戦後は山内一豊に仕えた。,9
1135,丸毛 兼利,三郎兵衛,,,丸毛 親吉,丸毛 安職,丸毛 兼頼,長隆,丸茂 兼利,,丸毛 道和,0,0,1436,0,0,0,0,0,,1559,#N/A,#N/A,1558,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1647,#N/A,#N/A,1647,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,織田信長・豊臣秀吉に仕え、九州征伐後美濃福束二万石の城主となる。関ヶ原合戦では西軍に味方し、敗戦後城を捨て逃亡。その後、前田利常の家臣となった。,#N/A,#N/A,織田家臣。本能寺の変後は豊臣家に仕え九州征伐後、美濃福束２万石を領す。関ヶ原合戦では西軍に属すが、城を落とされ逃亡。のち前田利常の家臣となった。,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2
1136,田丸 直昌,,,,,,田丸 具安,田丸 具康,田丸 忠昌,,,0,0,0,635,1030,1027,572,1043,1027,1561,#N/A,#N/A,#N/A,1551,1551,1551,1551,1551,1551,????,#N/A,#N/A,#N/A,1607,1607,1607,1607,1607,1607,北畠の一族。蒲生氏郷の妹を娶り、美濃岩村城主となる。関ヶ原合戦で西軍に属したため所領を没収され、越後に追放となるが、許されて蒲生秀行を頼った。,#N/A,#N/A,#N/A,蒲生家臣。田丸城主。主君・氏郷の妹を娶った。のちに美濃岩村４万石を領す。関ヶ原合戦では西軍に属して改易され、越後へ追放されるが、のちに許された。,蒲生家臣。田丸城主。主君・氏郷の妹を娶った。のちに美濃岩村４万石を領す。関ヶ原合戦では西軍に属して改易され、越後へ追放されるが、のちに許された。,蒲生家臣。田丸城主。主君・氏郷の妹を娶った。のちに美濃岩村４万石を領す。関ヶ原合戦では西軍に属して改易され、越後へ追放されるが、のちに許された。,蒲生家臣。田丸城主。主君・氏郷の妹を娶った。のちに美濃岩村４万石を領す。関ヶ原合戦では西軍に属して改易され、越後へ追放されるが、のちに許された。,蒲生家臣。田丸城主。主君・氏郷の妹を娶った。のちに美濃岩村４万石を領す。関ヶ原合戦では西軍に属して改易され、越後へ追放されるが、のちに許された。,蒲生家臣。田丸城主。主君・氏郷の妹を娶った。のちに美濃岩村４万石を領す。関ヶ原合戦では西軍に属して改易され、越後へ追放されるが、のちに許された。,7
1137,河尻 秀長,河尻 与四郎,,,,川尻 秀長,河尻 直次,,,,,0,544,0,513,355,353,448,955,353,1554,#N/A,1554,#N/A,1554,1554,1554,1554,1554,1554,1600,#N/A,1600,#N/A,1600,1600,1600,1600,1600,1600,秀隆の子。小牧・長久手の合戦・九州征伐・小田原攻めに参陣。後に美濃苗木城主となる。関ヶ原の戦いで西軍に属し、主戦場で戦死したという。,#N/A,豊臣家臣。美濃苗木城主。秀隆の子。別名直次。小牧合戦、小田原攻めなどに参加。朝鮮出兵の際には肥前名護屋城に在陣した。関ヶ原合戦で、戦死した。,#N/A,豊臣家臣。苗木城主。秀隆の子。小牧長久手合戦や小田原征伐などに従軍した。朝鮮派兵では肥前名護屋城に在陣する。関ヶ原合戦で西軍に属し、戦死した。,豊臣家臣。苗木城主。秀隆の子。小牧長久手合戦や小田原征伐などに従軍した。朝鮮派兵では肥前名護屋城に在陣する。関ヶ原合戦で西軍に属し、戦死した。,豊臣家臣。苗木城主。秀隆の子。小牧長久手合戦や小田原征伐などに従軍した。朝鮮派兵では肥前名護屋城に在陣する。関ヶ原合戦で西軍に属し、戦死した。,豊臣家臣。苗木城主。秀隆の子。小牧長久手合戦や小田原征伐などに従軍した。朝鮮派兵では肥前名護屋城に在陣する。関ヶ原合戦で西軍に属し、戦死した。,豊臣家臣。苗木城主。秀隆の子。小牧長久手合戦や小田原征伐などに従軍した。朝鮮派兵では肥前名護屋城に在陣する。関ヶ原合戦で西軍に属し、戦死した。,豊臣家臣。苗木城主。秀隆の子。小牧長久手合戦や小田原征伐などに従軍した。朝鮮派兵では肥前名護屋城に在陣する。関ヶ原合戦で西軍に属し、戦死した。,8
